;userID;ISBN;bookRating
32725;132836;015668568X;10
21009;120735;1573225487;6
445;22423;074343627X;10
18753;113983;1560760478;9
21294;69697;067179356X;9
3784;113435;1400031346;6
11679;36606;080213825X;5
24872;90471;039308700X;8
39817;31556;039483609X;10
33431;42323;1582293082;8
20736;71853;068480123X;6
19401;96440;042519485X;6
19721;8681;1573220825;10
6830;6543;014025448X;8
40519;104098;1580620477;9
9534;41455;080410526X;5
23091;145657;1890768030;8
2385;60244;042518627X;9
45563;54453;044100928X;7
1282;93047;039480001X;7
28833;14521;055310702X;5
37100;115120;037383411X;7
20702;137688;052594527X;7
53658;123094;034538072X;10
273;276788;055310666X;10
46828;68436;067974066X;9
38947;46145;078686169X;10
9802;79266;155166884X;9
10718;36327;155874262X;10
49010;63625;092927959X;10
6994;63394;1556612257;5
21155;110483;067942573X;9
36864;26583;014015020X;10
42156;101336;1556618670;8
22514;81298;1558747613;5
7314;123883;051513287X;5
21689;98391;1551667401;10
18949;5777;1564029654;8
37277;114868;1880985055;1
17156;124079;038533303X;8
22794;68760;076790382X;9
4472;113519;067976402X;9
33650;151503;1881273156;10
39507;110373;039914496X;7
12257;55187;193156146X;10
39818;59504;039483609X;10
45178;127359;091581112X;6
22984;8067;1551669412;10
19227;51364;1552782395;5
28002;13280;076455168X;7
16761;37712;1891105035;9
28189;129690;051511992X;8
32498;52584;042506137X;6
29904;56307;155166674X;6
8696;37597;044023669X;10
29572;60244;044022859X;9
15504;27383;042518403X;5
1532;90049;044023722X;5
35799;108950;1401300553;10
20400;97754;015100692X;8
2561;128835;067940676X;9
17744;36836;006019541X;10
449;27472;074343627X;8
6205;122793;1551666839;10
27112;102647;044100315X;7
43151;83239;1853260169;10
6747;119594;1551665344;6
3492;127564;044022165X;6
619;126492;031286504X;10
44815;79997;014200331X;8
52946;70594;1550370146;10
22778;129716;038547167X;9
49029;63625;1582614687;10
57005;138578;1559724161;9
35428;82831;157082262X;9
13617;1435;1558007725;6
35022;115679;1551669323;9
8558;111054;044021145X;7
27486;98391;089296765X;8
14465;62558;055329461X;7
759;45416;067102423X;7
18231;126604;061810450X;6
45942;136213;067165361X;7
16450;50650;155874424X;8
25681;143715;1573228583;7
31575;88733;157866005X;9
33986;22126;1880418592;7
37249;27472;039914112X;9
11627;62009;014023828X;9
4769;141322;055357289X;9
58399;128835;031287524X;8
1370;22045;044023722X;10
11875;55441;1573225789;9
8653;104636;044021422X;9
30655;91130;051508901X;7
15329;2891;1561003913;4
45071;108155;1577483553;7
48802;54206;1582342644;8
17495;101731;1400032806;9
16034;7346;038072152X;6
44052;37974;1573223573;9
4592;40889;089480751X;10
19232;6242;1569471169;5
26187;99630;044990668X;6
17069;134797;1551668912;9
9385;134294;067164257X;10
14948;150951;1565122062;8
54695;79441;067165568X;4
24971;98391;042519213X;9
12486;55490;038529929X;10
16432;105517;1558744029;7
9264;26593;059047071X;7
51302;62862;006052992X;7
23112;16106;006109868X;10
13948;51883;1551666189;10
4580;124048;1558744606;8
37435;55490;1565041755;10
13859;151002;1551665794;9
19626;109013;1401300014;10
3579;43246;014038572X;10
23544;114368;155166951X;5
13936;139243;038082101X;7
6161;69378;140003180X;8
61888;122440;1550548182;8
36522;29905;1556613628;7
3467;114988;044022165X;4
26155;114368;042517140X;5
11733;6575;068484267X;9
25345;10354;159182415X;8
30618;16795;044046126X;5
14149;101505;1573229326;5
19680;56447;1555910807;4
22999;8067;1551669498;10
33802;141322;1561840564;10
44225;38273;1884364268;5
28207;104636;055328990X;7
27673;81121;1931514917;8
18421;148258;1550546007;8
24938;114368;1551668084;5
7018;152186;1589196635;8
65639;141322;1561840718;10
32627;35857;014200023X;8
18665;24194;014034991X;9
2876;135351;1400031354;9
7016;278221;1589196635;10
56042;112173;1565922204;9
62536;123544;083760463X;7
20392;76482;015100692X;5
208;90174;043935806X;7
54598;78846;1582342849;7
4325;34539;067976402X;8
14875;110912;1550548913;10
8328;132846;042518630X;10
29129;123883;1566190940;5
15086;87964;1558746161;5
7686;72418;031298250X;9
20390;69078;015100692X;7
20414;142121;015100692X;6
15854;3373;006109157X;7
25527;10560;051513452X;10
23419;98547;037383599X;7
6459;95923;059035342X;8
45970;43910;1885865171;6
33191;88677;051512902X;8
16801;61216;039914613X;8
55851;87141;1565920015;8
11449;32627;006101351X;8
64622;132522;059043439X;9
51332;101851;1567180019;8
33960;23650;1893956393;7
47725;51803;081257995X;9
39865;31556;089375403X;8
10906;68984;158062748X;7
22579;34300;034537536X;6
24110;69378;1592400876;9
52640;98391;084395020X;8
19102;53042;1400031362;10
35459;102702;050552113X;10
31937;24191;037570731X;6
34686;31826;087131925X;10
32663;47316;038000321X;9
22370;60244;068419337X;6
24793;136010;051512558X;8
44127;101851;1565922352;7
13246;100459;037570504X;8
28992;123883;1551660202;5
19173;12824;088038722X;5
18325;39281;044651862X;9
43822;127129;068485497X;8
28919;104665;1551665166;7
23835;69078;037540600X;8
52920;70569;1559720670;8
6300;6563;059035342X;8
17032;149661;067088300X;7
1755;98958;014023313X;7
5873;112598;044022103X;9
43638;94951;055329024X;9
44076;38023;039541105X;10
51444;63956;089879854X;9
23255;43806;1551665301;10
263;143163;043935806X;10
61620;136930;1570717567;9
33318;47316;045120915X;7
38468;29905;1556611854;5
39883;95316;1551665972;8
7501;7283;006109398X;8
41175;123883;067165831X;5
521;126492;074343627X;10
33761;91130;1558742913;6
15027;59269;1558744630;10
2476;133689;044011585X;8
44915;99996;006103083X;5
21777;88793;1573223328;7
8145;278418;042513525X;5
31141;99312;1562920448;8
22992;98391;1551669412;8
29844;95359;1580628362;8
7797;43687;034538475X;7
30223;128835;1565840003;8
24376;148258;074322423X;7
18824;98391;1551668483;9
4400;81597;067976402X;9
5721;129716;1577311000;9
38456;114368;051512947X;10
56082;87141;1566192978;9
27688;36606;067084943X;5
11418;14521;006101351X;5
26750;11993;087123940X;9
6410;65032;059035342X;2
64264;132371;1563151448;8
51755;98391;1575667878;9
2557;32773;067940676X;8
39839;31556;059025944X;6
55123;87141;1565922220;9
25248;87108;1573222267;8
25391;133935;034540727X;8
44149;137688;9129622425;8
61749;112083;1931514585;8
36799;26544;1561380156;9
20233;80810;1931201080;8
19446;62891;067944999X;9
11519;93085;006101351X;8
58616;98391;1551667088;8
12604;53220;039914563X;9
27084;38654;044040942X;7
26680;11817;1566195268;8
13395;28647;038533656X;6
25676;112953;1573228583;10
33039;100906;1573240397;8
34377;23571;1878685422;8
6586;11629;038082082X;9
44530;39353;039488051X;7
11729;1435;068484267X;8
37200;89307;037376569X;9
26555;38781;038079828X;5
51655;88330;038072264X;6
29675;86819;1585421065;3
1831;76499;014029628X;10
36201;46398;039912845X;5
17816;47971;055327886X;8
28194;145947;051511992X;9
6230;81977;1573229075;7
628;16106;034541389X;7
4512;133747;067976402X;8
194;78553;043935806X;10
17305;136205;038079487X;9
43137;41084;1400032016;7
50884;60319;006254862X;9
6310;9908;059035342X;10
176;54335;043935806X;10
11706;94494;080213825X;5
14698;5582;1573228745;9
13874;143415;1551669404;9
34987;74187;1853264253;10
11065;89602;006000438X;5
53103;71712;1553373863;10
9403;62958;067172262X;10
52733;69749;043590972X;8
25654;111578;1573182036;10
18238;62891;1584790660;8
2941;37584;1400034779;8
52936;70594;038097875X;9
14683;76499;1558850481;10
18080;20254;031242227X;10
43059;93047;1555836410;8
42138;142256;1551668343;10
9872;7346;1559029838;8
18807;126814;087542791X;5
1858;117255;014029628X;5
18802;76483;087542791X;10
17772;74185;074322535X;1
105;116904;038550120X;10
37917;75081;1592400361;10
7837;111947;034538475X;5
19152;93047;044020352X;8
10830;105517;1558745718;8
8465;48494;044021145X;8
29021;14698;1570424993;7
1210;150979;1558743669;8
50267;67547;1400031001;7
2877;135703;1400031354;10
13208;28177;037570504X;4
5550;56447;044900371X;6
16082;127359;044022831X;8
13669;1548;006093395X;6
52600;69697;037379102X;8
34732;30072;156686903X;10
2124;76499;006440188X;10
1835;88793;014029628X;5
44204;38273;078686303X;10
32520;106946;067173914X;8
22296;104636;1575663708;7
23428;98391;050552533X;8
40638;137336;067179566X;9
1900;49314;038550926X;9
53535;74189;1591820561;10
27825;80810;1551667010;8
22797;74453;076790382X;7
3244;40415;042516098X;2
4227;123981;055357227X;9
40938;49460;067081458X;8
3447;104665;044022165X;7
14810;7286;044048474X;8
11638;135149;014023828X;3
20778;101874;082177462X;8
25974;42180;055337513X;10
132;6251;043935806X;9
12589;135895;015216250X;8
39548;101209;076111775X;9
55264;150979;1558599177;10
26970;149907;014028088X;8
33958;56661;1586480421;10
17044;28634;1551668912;7
15079;48579;1558746161;9
13478;40889;089480829X;9
59881;143175;1570427135;8
49771;85043;006093817X;7
4308;27472;067976402X;8
25386;69078;034540727X;9
57794;94951;1592220096;9
27859;101614;1551668076;8
2627;33816;080410753X;7
16960;3719;1565122208;8
20123;95492;039592720x;10
25000;93363;084232920X;7
22245;95359;076241085X;6
41529;35836;1568654073;2
43957;124078;034542204X;7
23905;8681;1582970599;5
29052;26487;1565123638;10
6396;57398;059035342X;10
28085;31948;006092991X;7
21276;43910;037541388X;7
32116;18519;038081403X;5
1222;97874;1571740562;7
227;104812;043935806X;6
25054;52256;014035008X;4
41766;35859;034542820X;7
2117;16795;006440188X;8
23591;20060;042518109X;7
17484;114544;006251184X;7
48945;94951;044100962X;8
40902;70594;006019443X;8
35673;25409;061812733X;9
32348;126395;1578561256;10
37928;122793;078601086X;8
11298;6543;1563898586;8
34716;70666;1564581764;8
28457;33180;042518286X;3
52651;119594;1551663015;8
41411;35148;1591450748;7
5346;126812;044651652X;1
9699;69697;1551664372;9
20559;6575;038549744X;9
6664;150896;042510107X;7
25424;93047;080411188X;7
19291;21014;006440031X;10
5694;129690;1558745017;10
24857;147847;1893010023;7
18829;5582;1551668637;6
31541;112881;1550810510;8
46086;129716;1884910033;10
19970;112765;067982412X;10
26993;12515;1551669226;4
57367;93257;1587170256;7
16882;15527;1573225517;10
16802;62272;039914613X;9
11699;81492;080213825X;5
35392;82497;1551660598;7
51666;96357;055329895X;8
2333;75405;039304016X;8
5578;37950;1573220876;8
307;16795;088365721X;9
52841;121264;1400031834;3
13531;112761;1551669501;10
15390;2891;1594200106;6
5556;82407;044900371X;10
19190;6242;037570745X;7
24132;129465;1592400876;8
49739;56856;1557045267;8
10728;44845;155874262X;9
24154;95353;1879682737;10
21432;97694;006053429X;9
21397;60412;006001203X;5
4846;114200;051512317X;9
7788;16599;034538475X;6
37354;27617;1579121551;10
125;152354;038550120X;6
12669;60684;038533334X;8
17463;124259;068480087X;4
48732;55493;038078775X;5
29108;35859;1558744215;8
249;128434;043935806X;10
25083;110934;051511264X;6
33902;135265;1551669013;8
34742;23768;1568650043;10
1844;102967;014029628X;8
10921;7346;1558531025;9
37505;86535;006109207X;6
22865;21404;1878424424;6
4967;49392;034540288X;5
46853;48355;1569310920;6
14548;146564;006109918X;7
21068;70401;1551665557;10
35002;96357;1582341028;8
41965;98758;067100669X;8
31064;16795;1551668947;5
21785;31315;037541200X;10
10661;135149;042518692X;5
16471;18095;1558746099;10
2845;87114;1400031354;10
27538;33491;1569316961;8
22238;108005;075820230X;9
13305;115435;014131088X;9
5022;123460;034540288X;5
33330;35857;052594639X;9
38949;93629;078686169X;5
14121;56246;1573229326;7
20555;145449;038089887X;8
22170;83637;055357857X;7
33399;105517;1558531564;7
5465;278026;038533558X;9
44079;39773;039921268X;10
11107;73330;037582345X;10
33763;105517;1558742913;7
36068;82831;1558532331;8
3098;26621;1400060265;8
5408;28091;034543479X;6
3644;277523;1558744150;10
45664;51883;059033123X;10
37404;89602;1555834507;5
1271;16795;039480001X;5
19808;6251;1574780255;7
44188;46312;059084766X;10
4186;37208;1551666022;7
28408;14049;1853260207;8
16982;36135;067088300X;10
38996;51100;1853260231;7
26539;124078;031208188X;8
19794;75591;1573229628;7
56731;89874;193212800X;7
2155;37644;014100018X;8
37324;96880;067188090X;5
24335;95903;1577592735;7
26152;69697;042517140X;10
20779;111286;082177462X;5
737;12538;067102423X;8
48841;55187;089526532X;10
19561;128331;080411109X;6
4768;141310;055357289X;10
22626;43061;038072362X;8
1911;77809;038550926X;6
39222;60244;1558745033;8
16913;131594;1573225517;10
34088;70448;038532720X;8
25406;93629;044630798X;7
4401;82407;067976402X;2
18466;75591;069811695X;9
21792;98391;037541200X;9
17358;3917;1570625190;8
19616;108336;1400045088;10
17906;54547;037370707X;6
18099;45416;031242227X;3
20947;26621;1573229725;8
32135;58255;043965548X;8
12710;735;1551660016;10
19676;23768;1555910807;6
13;77480;034545104X;8
32251;95359;156858217X;8
26140;95359;042512519X;10
634;27812;034541389X;7
10312;76352;074347676X;5
22712;130474;039914840X;10
62165;129187;1841003018;6
2746;56307;080411918X;9
21255;106007;014045022X;9
2851;91058;1400031354;9
21750;76741;074320395X;7
17488;16110;096521365X;7
45215;97874;1400050588;9
44733;40922;067003004X;7
2863;115003;1400031354;9
8455;41589;044021145X;9
26066;22365;038072121X;8
10842;132663;1558745718;9
14998;2766;1584851651;8
21639;30276;1551662604;6
13800;114368;044652767X;5
26650;15670;006104444X;9
2862;114988;1400031354;7
1349;7283;044023722X;10
10780;125519;155874262X;10
58074;96357;055321196X;10
5768;115503;039914465X;7
11939;46154;006017143X;6
35466;102702;050552208X;10
22319;7346;1575668335;7
14171;133747;1573229326;5
18196;5582;014019536X;10
5581;46154;1573220876;9
30419;101505;006017613X;6
27173;132901;055323336X;5
15583;2977;1573228834;10
33323;101141;045120915X;7
23082;108132;159184021X;10
34306;81848;055380247X;6
1038;127826;042511774X;5
48087;52256;1566193230;9
27255;81298;084233226X;7
22113;127519;042518272X;5
32810;126736;059049449X;6
3520;150979;044022165X;7
1064;85426;055326611X;9
25852;127171;1560255102;10
4966;49109;034540288X;10
13670;122429;006093395X;7
21058;111536;038080025X;8
56964;92399;067960166X;10
13165;89602;038531258X;9
9030;76102;055356451X;6
5041;125519;038097584X;10
24342;75591;044021985X;9
34951;23872;1564762440;10
12538;67270;1573229571;8
37679;146113;080661711X;6
26770;68555;1556610025;8
8372;151479;044020271X;8
17670;99347;1551668653;9
16486;146348;1558746099;10
3558;123883;051512219X;5
53611;87141;1565922573;8
33659;93092;1558749780;10
26217;31624;067087485X;5
53289;89551;1879181037;9
13672;1548;037541181X;7
26388;16634;1559360615;9
17053;56554;1551668912;9
15105;56654;1401301061;7
44600;133571;1558532455;8
15084;76352;1558746161;9
4178;69378;042518336X;8
8644;68555;044021422X;5
3261;70864;042516098X;5
20724;100906;067972754X;8
19600;102702;082177512X;10
15778;54206;067150987X;10
52359;69078;1566196884;8
27511;12824;1568304706;9
32558;23871;1551666138;8
22659;132171;1573229601;7
15890;25409;006098824X;9
57955;95492;069401284X;7
29109;43246;1558744215;8
41484;124078;034532448X;10
6283;135458;044022425X;10
47458;62688;1563893428;8
252;132901;043935806X;8
16105;59656;060980619X;10
36165;98391;157566707X;9
4524;140358;067976402X;5
27627;116313;159182379X;8
24066;8782;1571454942;10
6424;76530;059035342X;10
3256;68943;042516098X;8
16270;17402;1551668998;10
4807;113270;055328942X;10
21746;7210;074320395X;6
58519;128332;075640021X;4
25754;20336;087113795X;9
2647;52584;080410753X;8
50885;64010;006254862X;5
50204;98391;076530919X;9
18950;51742;1564029654;8
28139;114368;038531292X;5
20955;78779;1573229725;7
51184;67840;089272398X;10
8015;107784;037382503X;4
56235;127171;1583220577;10
26905;15049;1558748903;8
10483;13973;014028009X;10
3678;85426;1558744150;9
35185;24525;1885211554;5
34968;83431;1573226122;8
14419;37227;080411935X;8
8005;31261;037382503X;5
23975;98263;1561385751;10
41459;46145;080504695X;10
26348;69389;1551669153;9
11175;94494;038542017X;7
31912;23659;060961004X;8
51460;78553;1570360626;10
20050;136010;1853260010;9
21325;102564;076791404X;9
35470;24933;055356918X;8
22139;114868;044809522X;10
3283;104665;042516098X;6
32938;123883;037348397X;5
14811;7346;044048474X;7
5237;37310;044651652X;8
36735;115120;1551667223;7
41407;98391;1551666944;10
10365;140036;1576737330;5
27088;12538;044098761X;9
33990;98391;1880418592;9
32535;111133;1563055597;8
19243;6242;1853262714;7
15485;35859;042518045X;8
37555;71884;044018066X;7
1132;66878;1558743669;7
6073;110934;068484477X;8
5293;87929;044651652X;9
15593;85656;1584855185;9
6313;10560;059035342X;10
18513;125519;1885171080;9
10874;105517;1558747109;9
9688;81597;1551664275;7
46440;144134;1571741038;8
44912;41455;006103083X;5
1554;102129;044023722X;9
11876;57935;1573225789;8
7276;65484;051513287X;9
3025;104334;1400034779;8
33510;21229;038081790X;4
17189;23872;1551662906;6
22049;70666;034539092X;7
4129;3363;055323370X;10
6526;135360;059035342X;9
8598;130150;044021145X;7
28602;14422;1551660571;8
36519;98391;1551667142;10
41553;107394;031224262X;8
39091;30735;006250939X;7
434;3427;074343627X;5
15670;94347;1583940634;10
39694;84479;067173685X;10
20203;6543;1573222127;8
20125;138844;039592720x;10
18564;88571;042516876X;9
32027;89475;1558745432;7
30563;31826;038089968X;9
44921;98391;074346978X;5
6645;112173;042510107X;5
4018;104636;051510566X;9
25453;81492;157322930X;5
2153;35918;014100018X;8
59998;101851;1568654944;6
20744;76532;068482440X;9
36379;88677;037327081X;8
12278;638;067972768X;10
1895;40415;038550926X;6
22444;31468;155166285X;5
9237;26538;059045367X;10
6261;43481;044022425X;9
11054;10560;006000438X;8
48127;94951;1560766425;7
57939;95359;1930009003;9
6397;58342;059035342X;10
20960;98322;1573229725;6
45745;43246;1843330202;8
2133;115572;006440188X;10
17646;149934;038079960X;8
20964;125878;1573229725;10
46054;88793;031218171X;9
6866;37227;014025448X;10
8930;32773;055327824X;9
18876;5638;038072541X;5
11912;118228;1573225789;10
15276;127782;140003065X;5
32484;125540;031228327X;7
18675;116249;014034991X;9
17919;61854;055329783X;6
2194;136139;014100018X;8
30558;123883;038079456X;5
22545;146113;1582343047;5
39764;152186;185326041X;8
925;76499;015644450X;10
2687;107288;080410753X;8
19625;107431;1401300014;5
20567;114988;038549744X;9
12054;36748;055356160X;10
51145;61854;030703979X;10
25752;13273;087113795X;8
44363;60098;037327209X;8
18162;145543;031242227X;10
32124;114216;038081403X;7
52106;78589;1576600505;5
61610;148258;038548948X;8
12725;40943;068983571X;10
20911;10447;1573227889;5
32784;101209;039452389X;7
25672;92861;1573228583;9
15919;133747;006098824X;6
21651;139913;1551662604;8
19837;6251;188712876X;8
30750;126149;067168390X;10
53035;140069;1412019982;9
4579;122793;1558744606;10
17664;76151;1551668653;10
34682;148898;081674033X;10
43320;36836;068813355X;9
51408;122429;074323748X;7
28732;14456;1550546163;8
16804;92810;039914613X;7
19588;123883;081120068X;5
16550;46443;1558748008;8
14993;62662;1576734013;9
4022;123095;051510566X;7
17195;3840;1570613818;9
20551;143211;038071843X;7
40640;144241;067179566X;7
47940;69078;014044131X;8
15244;68029;140003065X;10
48820;67840;1551666693;10
10697;13973;155874262X;2
31520;16966;055358443X;3
11375;54512;067103619X;5
8046;28096;038076654X;6
29127;40136;1566190940;6
15313;95250;1400032717;10
15519;146057;042518403X;8
31004;134797;1551667193;6
1338;243;044023722X;7
30206;101851;1560761555;6
13858;150968;1551665794;8
22420;16795;044661050X;10
10761;102571;155874262X;5
57416;93363;157856512X;8
30741;98923;067168390X;8
38788;102564;082176828X;5
32820;20115;073700049X;8
24978;98391;050552516X;8
9901;44728;1559029838;9
32829;20115;1561483397;10
17453;34588;068480087X;9
11863;38703;1573225789;9
7405;98391;1551669021;8
2303;44852;038548951X;9
39213;41841;1878542281;5
11749;28634;068484267X;10
28800;30276;038000917X;6
11409;4938;006101351X;7
15553;54898;068485080X;10
23186;152651;037570910X;10
42005;133571;068484611X;7
3964;83109;067976397X;10
17588;75149;1573227331;9
14860;22126;1550548913;9
14018;55187;006251279X;8
27510;28360;1563897490;10
14105;16795;1573229326;9
2382;3827;042518627X;7
59456;99032;1569319634;8
33391;21014;1558531564;6
48822;98391;1551666693;9
17601;114452;1573227331;7
28227;69211;080411160X;5
53795;75787;1582970254;5
18677;127826;014034991X;8
23423;126395;037383599X;8
24511;38023;1591822572;10
44108;95250;1400060494;7
6270;68555;044022425X;10
23165;73330;037570910X;10
16475;56654;1558746099;6
11123;42914;038533348X;9
1709;35424;014023313X;9
23421;114368;037383599X;5
23541;98547;155166951X;4
48248;132663;055327757X;10
104;115435;038550120X;8
32345;108950;1578561256;8
39667;58255;1575669072;10
41770;145449;034542820X;5
16423;141491;1558743790;10
42544;97874;1571743235;6
47554;86392;1561381489;6
31272;116904;1878424114;8
2503;78901;067091021X;9
40063;59763;1577484495;9
20610;78841;038572179X;7
6882;68555;014025448X;8
2638;43323;080410753X;9
12500;108005;038529929X;10
10665;58594;074341022X;7
22225;24933;067174142X;5
11001;96448;1569871213;5
28781;16916;034532532X;10
40149;92652;1562926160;5
38165;37644;006440823X;8
42041;93114;078601539X;7
38190;146345;034544003X;8
20254;17046;039915079X;8
30089;31838;039913039X;10
4794;51663;055328942X;7
37145;107865;1551666529;10
20177;69721;1565120507;8
39190;48217;1570643679;7
24625;143415;006097673X;10
38354;135149;1567310079;9
33909;141902;037371128X;10
26136;27472;042512519X;7
27659;12824;1931514569;10
12522;152435;038529929X;3
63276;134302;074342851X;9
31088;45418;155166903X;8
27882;29259;039914787X;5
2467;104636;044011585X;8
8529;95932;044021145X;7
9397;28523;067172262X;10
10328;25359;1576737330;8
2836;64436;1400031354;7
13364;7134;1558612815;9
45947;43807;1895455235;6
2297;23768;038548951X;8
11048;136205;006102063X;8
2261;126487;031298328X;6
43001;36609;006621288X;9
11182;125538;038542017X;7
28386;114368;1551660504;10
12112;61028;055357695X;9
11669;8245;080213825X;8
10657;58224;042518692X;10
26309;72418;1551668246;4
21454;25919;048627165X;10
1941;142121;038550926X;7
34198;36327;067172519X;8
19404;123790;042519485X;6
15224;31235;140003065X;8
2598;1435;080410753X;10
38035;28938;000712032X;10
36801;35865;1561380156;7
13139;143415;044990928X;10
34492;23699;059043277X;8
1232;113752;1573220779;5
29624;69156;1891830430;9
41542;101851;1576300293;8
15623;33124;044661064X;8
19755;132199;1573221937;2
48623;130636;1565048199;7
24841;69211;1558020837;9
31926;143415;060961004X;8
22867;50204;1878424424;3
42939;117873;1573229547;6
13772;1733;037325928X;7
10977;148514;1558746218;10
16194;138176;081296683X;5
38499;29915;1551669218;10
43003;60244;006621288X;8
33956;22062;1586480421;9
60534;121178;157912061X;5
2050;105108;002542730X;10
17049;43639;1551668912;10
19402;98391;042519485X;9
27660;112083;1931514569;10
9299;35859;059050214X;8
46573;47265;1880985101;9
11138;140196;038533348X;9
15292;6251;1400032717;10
11701;85757;080213825X;5
28000;113955;1878257528;8
37210;78553;067173976X;10
25968;144619;055358099X;7
17143;28177;038533303X;7
37620;130581;1572241934;5
21694;146803;1551667401;7
15694;95359;002026478X;10
35616;119858;039551083X;10
53033;71162;1412019982;8
12671;61619;038533334X;9
28665;17003;1573225541;8
18931;6347;1853260045;9
5659;81492;088419597X;6
21315;61901;076791404X;7
31382;92132;067187456X;10
41914;95359;055356532X;7
12793;36839;055321313X;9
23269;127233;1551665301;6
11025;16795;051513290X;8
11010;28523;039575514X;10
18501;47807;1885171080;7
14742;91838;080215185X;8
134;6563;043935806X;10
33430;21014;1582293082;7
52112;68436;037576030X;8
16394;125519;1558743316;10
25161;152562;069811406X;10
14858;8782;1550548913;10
9604;131027;080410526X;7
58728;130866;1576737489;5
36661;38654;067187263X;9
4049;138441;087542127X;10
11512;90192;006101351X;7
8077;24194;038549081X;10
34097;36609;1401351964;7
3661;29259;1558744150;10
33292;42914;042516246X;4
48119;131686;088029261X;5
8578;123056;044021145X;5
20469;71853;034536676X;9
17746;69078;006019541X;8
21194;142579;155166545X;8
58201;97290;006443253X;10
40672;32773;1563053144;8
2221;37208;031298328X;8
10590;146281;014028009X;8
8462;46671;044021145X;7
7494;145369;006016848X;5
4047;95932;087542127X;7
31266;86965;1878424114;10
27248;36256;084233226X;9
7303;111261;051513287X;8
11628;78834;014023828X;10
25785;115214;039304632X;8
10229;16777;1853260053;10
39599;138198;1558744290;7
46759;47982;1858280982;9
24999;87949;084232920X;10
42860;98391;1551669080;8
1031;114544;042511774X;6
42862;135458;1551669080;8
44288;38559;1558175822;8
34646;23768;068486861X;8
35145;24215;097188191X;9
10793;151589;155874262X;5
15864;112109;006109157X;9
28929;130438;1551667150;6
19937;146803;067945960X;7
11020;132375;039575514X;10
39263;111261;042513329X;5
32490;36938;039302749X;9
44905;152409;158234082X;9
8170;48025;042513525X;8
20803;74286;1556618662;7
20441;76499;015670160X;5
26367;75534;1556113307;8
48033;58062;050552337X;5
16007;62966;037325024X;7
7432;15049;006016848X;8
56549;88733;078686401X;10
20098;12811;037570485X;7
14015;2030;006251279X;10
17543;4017;1879941201;5
32502;19664;055323224X;8
35215;24624;1578564999;8
40778;129716;1567186904;8
5126;44252;1558745157;10
13711;98758;067169071X;9
13228;52425;037570504X;7
19289;11993;006440031X;7
41140;34300;1552782964;9
13654;14456;1558532161;10
25168;80954;006093140X;8
8423;28634;044021145X;10
4045;12194;087542127X;7
43991;37950;1550171984;9
22677;26535;1551668432;5
39640;113531;1888848359;7
44432;142256;055309503X;7
11033;58594;051513290X;7
24028;10560;055356983X;9
36083;53174;1566400201;10
11586;151608;006101351X;4
4479;118228;067976402X;10
17758;31278;074322535X;9
22018;37644;034529873X;5
3585;59150;014038572X;8
34060;22423;051513175X;10
5277;71207;044651652X;9
9007;36748;055356451X;10
17172;93046;1931561230;9
6285;142062;044022425X;9
42880;36606;156044293X;5
17068;133296;1551668912;6
46578;92810;006017630X;8
15726;8487;044661193X;7
6983;278221;1556611188;9
33709;21364;1555837336;9
28237;13552;1551662914;7
55876;86392;1582403589;10
27240;13273;084233226X;8
24959;39616;038075911X;10
15330;14698;1561003913;8
51807;86947;051770434X;10
13024;76151;067101420X;10
18782;98440;067973225X;8
39645;42780;044100069X;10
50520;106550;1885535104;9
24596;98391;1551669447;8
33030;80929;1567311032;10
24786;77480;051512558X;7
12551;106225;1573229571;8
22221;149366;067173069X;5
13076;124310;067102535X;8
16762;62891;1891105035;8
36239;104665;038549128X;10
30473;152186;034543241X;8
10839;123744;1558745718;6
2797;6575;1400031354;9
34157;38023;2080106325;10
8605;135045;044021145X;8
1984;24933;051511605X;8
46782;55187;014130636X;9
45056;40943;1562477862;10
51078;94347;067145806X;7
19414;98391;045120834X;9
12035;127782;043912042X;6
52034;76499;087011364X;10
11300;56856;1563898586;5
5832;21659;044022103X;8
1197;141493;1558743669;10
12863;111286;014016930X;7
27259;99312;084233226X;10
2987;75149;1400034779;6
3790;128332;1400031346;5
468;48025;074343627X;8
1678;95903;037541309X;9
14984;108285;1570361975;8
28808;80357;038000917X;10
8421;27472;044021145X;8
35914;130438;1585420921;7
42365;98391;1585674818;5
20693;62464;052594527X;10
29550;98391;055358376X;9
51025;61211;1580050298;8
4943;19969;034540288X;3
15807;6543;038072975X;8
15022;44535;1558744630;5
51623;68555;1586638831;8
23169;96970;037570910X;6
31006;150968;1551667193;8
7637;147847;030711886X;5
56485;88633;1560768606;10
35005;25409;078688861X;9
19640;68555;1551667215;6
41417;35148;1593080344;10
27985;60244;1573222038;8
16108;67840;060980619X;10
45882;66765;042519065X;6
7893;107784;037307610X;5
57742;136491;1566195918;10
33260;21011;1573221473;9
30411;50225;006017613X;7
35444;24921;1858547628;9
4134;95359;055323370X;5
4743;68555;051511331X;6
1658;6575;037541309X;9
15574;2977;1573225681;8
53304;132663;087857395X;8
32966;98391;082177509X;10
29704;16106;014006110X;8
20938;123056;1573228737;8
10466;39281;1401300057;10
16775;134776;1551665638;7
42064;138602;081257558X;10
26328;151653;1551668246;10
1873;140255;014029628X;8
19457;36554;067973743X;10
10475;5582;014028009X;10
