;userID;ISBN;bookRating
16450;50650;155874424X;8
55259;82831;1558599177;4
28885;98263;067169507X;8
19515;60583;080411109X;8
45838;60244;078688200X;6
31540;98263;1550810510;10
267;146803;043935806X;8
11268;68555;1551667894;8
13870;104334;1551669404;5
12104;14521;055357695X;5
14665;30276;1551666685;9
1702;21014;014023313X;3
54716;99347;1571458735;10
21336;56554;1401300316;8
15466;129084;006099486X;8
2797;6575;1400031354;9
3661;29259;1558744150;10
17117;76151;034544356X;10
4610;40838;006019491X;7
34627;23768;067942895X;10
10834;111133;1558745718;8
24906;127359;078688262X;8
1878;144531;014029628X;8
27935;150968;1551666901;8
16706;78834;1580082319;1
836;278188;080410946X;8
11016;98440;039575514X;10
13244;92979;037570504X;4
3387;53418;044022165X;9
28812;115490;038000917X;9
41740;124876;015601226X;10
24193;123883;006108185X;5
5462;134797;1551669110;9
42651;95359;1576738582;7
15938;3363;006621016X;8
4753;125063;051511331X;5
35486;114368;1551664879;5
41890;114988;045121157X;5
3473;117594;044022165X;10
185;69389;043935806X;8
11606;93092;1573225126;6
13434;10447;031231616X;8
4617;69078;006019491X;9
14199;50225;068483376X;5
12486;55490;038529929X;10
5582;47316;1573220876;5
37213;123883;067173976X;5
23254;43246;1551665301;9
18025;68555;034540761X;7
6424;76530;059035342X;10
23533;49109;155166951X;5
39717;98391;1551667290;10
37210;78553;067173976X;10
21331;7125;1401300316;9
12083;113531;055356160X;8
39554;55490;078760156X;10
437;7158;074343627X;1
8537;102647;044021145X;10
34086;22521;038532720X;8
6554;150661;059035342X;9
39547;31315;076111775X;8
10499;28634;014028009X;7
9118;39345;055357230X;7
14239;74453;068486780X;10
8750;75819;044661095X;4
3595;93629;014038572X;7
25008;140358;084232920X;5
21845;35859;1565122798;9
43604;95932;039526619X;8
24266;78783;055357602X;9
26396;134483;1559360615;9
24793;136010;051512558X;8
2647;52584;080410753X;8
30750;126149;067168390X;10
8926;7346;055327824X;8
1007;60244;042511774X;8
282;72636;055310666X;6
24857;147847;1893010023;7
6148;19573;140003180X;9
10365;140036;1576737330;5
37209;68555;067173976X;6
200;85367;043935806X;10
42443;35859;1887368256;7
5361;142661;044651652X;1
10570;126604;014028009X;5
18223;36609;061810450X;2
18649;82831;1888054557;10
12455;117251;1563410443;8
39762;125878;185326041X;10
10445;74665;048627263X;7
38927;122429;044651506X;5
21117;19085;055357809X;9
7027;135149;051512298X;8
30757;36554;067974388X;10
50173;58594;067172052X;4
25386;69078;034540727X;9
6440;85367;059035342X;10
30630;91058;044651974X;9
12928;85367;034537522X;10
2621;30333;080410753X;5
44247;60244;006000942X;9
27227;90174;067187599X;10
6546;146803;059035342X;9
15538;128119;044652087X;7
49416;67775;1551669250;7
12219;28619;015600710X;10
33761;91130;1558742913;6
45610;138995;1565548353;10
40715;98391;076530080X;9
8595;128060;044021145X;10
19283;135149;044021873X;7
47680;135265;1551669552;5
6201;106225;1551666839;7
17334;69078;031205436X;7
22371;63854;068419337X;10
36438;26535;067168972X;5
2440;143163;043936213X;10
28465;65584;042518286X;9
34365;38023;1565924924;10
17492;62464;1400032806;10
5770;123203;039914465X;7
39599;138198;1558744290;7
39095;95359;006440546X;10
28346;13850;1576734781;8
40638;137336;067179566X;9
29519;126697;080503885X;9
26017;147847;014006690X;9
11076;143715;006000438X;6
18128;95359;031242227X;9
33118;67775;037324472X;5
28856;16795;067169507X;7
20749;135149;068482440X;8
1088;23872;1558743669;8
46282;112001;006008460X;10
22693;46909;039914840X;7
48578;102967;051754489X;5
1797;6575;014029628X;7
5178;135265;1558745157;6
15634;69355;044661064X;6
27861;136326;1551668076;9
52013;134797;031218008X;9
25515;70052;051513449X;10
4517;137589;067976402X;8
15807;6543;038072975X;8
11731;6242;068484267X;8
6882;68555;014025448X;8
10780;125519;155874262X;10
5678;31040;1558745017;8
1919;97694;038550926X;8
37979;37950;1551669315;7
8850;109899;051512608X;7
16445;35859;155874424X;9
8563;114868;044021145X;9
30678;98391;055358412X;9
7318;129084;051513287X;6
12797;42914;055321313X;9
5611;58792;044661162X;8
4165;145641;014034893X;9
17323;3917;031205436X;10
17349;127826;031205436X;6
12166;28289;1400077826;9
9299;35859;059050214X;8
19333;74691;015602943X;8
21685;62966;1551667401;10
18217;141310;038070613X;8
34685;23768;087131925X;8
29818;85526;1573229083;5
36512;142579;1551665824;8
7839;114444;034538475X;7
31633;28177;055334949X;8
7815;73588;034538475X;2
1547;99996;044023722X;8
25168;80954;006093140X;8
11204;16795;051510521X;9
27098;91832;044098761X;5
32915;50204;034536743X;8
24512;9227;1591822580;7
4150;30072;014034893X;7
23998;101209;1558745041;5
20308;137336;1558744592;7
32175;69697;1551669587;8
37270;114988;074340615X;3
3466;114868;044022165X;7
26068;30493;038072121X;8
32467;93629;067144834X;8
41113;102642;006447268X;7
25332;42162;1591822246;4
11187;140255;038542017X;9
5933;129084;051511779X;8
728;139913;074320607X;10
3738;69971;034543739X;8
25752;13273;087113795X;8
30408;16795;006017613X;9
33857;142524;1573225320;9
13874;143415;1551669404;9
31041;98391;1551668777;8
13134;93047;044990928X;8
25844;102275;067162461X;9
5309;104665;044651652X;8
27259;99312;084233226X;10
23421;114368;037383599X;5
3591;80810;014038572X;10
24647;37950;038072118X;7
16941;142479;068487217X;9
6403;60263;059035342X;10
2640;44611;080410753X;10
23682;123567;044041833X;5
44268;70594;1400077354;6
25681;143715;1573228583;7
20465;50204;034536676X;8
21170;49460;078688939X;7
8796;112093;044922046X;5
12404;89475;1558747028;7
20366;13273;015100692X;9
1263;127359;030700645X;8
8255;86051;042513699X;8
37260;143253;039914112X;10
21220;133747;068480154X;9
54994;104636;067168289X;9
28930;135149;1551667150;8
20881;16106;1573220485;8
19965;40943;067982412X;5
1687;141710;037541309X;6
22984;8067;1551669412;10
20888;6575;1573223425;6
17289;113435;038079487X;8
13283;27313;014131088X;10
2274;277427;038081904X;9
1938;136348;038550926X;8
4707;101851;038542471X;8
10680;278832;155874262X;10
570;106007;081297106X;10
12082;113270;055356160X;9
26963;98391;006009527X;9
762;60263;067102423X;10
20686;36749;052594527X;9
14290;75591;051512463X;7
3452;107784;044022165X;8
25391;133935;034540727X;8
4570;71207;1558744606;8
2821;37974;1400031354;10
28136;78589;038531292X;5
18396;142121;044651862X;9
51787;102702;1551666804;10
6961;43910;006093090X;8
34089;104812;038532720X;6
28897;141902;067169507X;10
17119;78553;034544356X;10
23770;102359;067082982X;10
2368;61798;042514755X;4
18920;99441;055337933X;9
22113;127519;042518272X;5
3219;102642;031215125X;2
33341;21014;060961097X;9
16929;65258;068487217X;9
32535;111133;1563055597;8
27473;93047;088730866X;7
24839;148898;078710339X;10
8205;123095;042513525X;9
18963;114868;044809505X;10
10403;69355;1931561648;8
7383;136252;044661257X;8
32545;99720;1565122178;5
31641;99441;055334949X;9
4270;6242;067976402X;8
28347;16106;1576734781;8
20551;143211;038071843X;7
36665;76168;067187263X;4
24652;69156;038072118X;7
49029;63625;1582614687;10
26996;93355;1551669226;8
45215;97874;1400050588;9
43638;94951;055329024X;9
24834;97874;078710339X;7
22714;136071;039914840X;10
28354;140662;1576734781;10
2311;113519;038548951X;9
26228;35836;067151914X;4
109;125519;038550120X;9
44048;146348;1555972608;10
5118;35859;1558745157;8
583;144038;081297106X;10
17642;135149;038079960X;9
9766;8067;1551668270;8
39202;124078;081257639X;10
5801;98391;039914739X;9
17480;97874;006059537X;10
21269;51450;031225234X;8
21276;43910;037541388X;7
6158;58342;140003180X;9
28676;101606;1573225541;6
11722;138379;080213825X;7
10350;99312;1576737330;5
27882;29259;039914787X;5
31346;51883;037327307X;10
9925;95359;1559029838;10
13438;60244;031231616X;8
27931;56554;1551666901;9
2044;89551;002542730X;10
46828;68436;067974066X;9
36800;31315;1561380156;5
19442;36836;067944999X;9
24095;26583;1592400876;10
3046;114988;1400034779;7
19296;104636;006440031X;9
44582;98391;1575668793;9
30673;16795;055358412X;9
19351;89602;031242258X;7
19126;114988;1400031362;8
22218;147847;067172942X;5
23594;31235;042518109X;5
104;115435;038550120X;8
5594;142524;1573220876;9
2452;45113;044011585X;10
20378;36907;015100692X;5
53241;143415;076790396X;8
16486;146348;1558746099;10
11048;136205;006102063X;8
31084;138441;1551668947;7
20061;116931;1853260150;8
29916;104144;155166674X;9
25221;83637;1400060117;9
50496;59971;1582401837;7
37273;114868;1573227374;7
25753;16795;087113795X;8
11406;388;006101351X;6
6749;126736;1551665344;5
18202;4785;038070613X;9
6867;38995;014025448X;9
4025;129074;051510566X;7
4433;98263;067976402X;10
8378;3145;044021145X;9
3179;277427;1576733343;10
16573;46534;1565121570;8
5563;105937;044900371X;8
268;147141;043935806X;10
31344;16908;037327307X;8
5296;92979;044651652X;1
9388;152186;067164257X;7
118;145641;038550120X;7
35422;150979;1570426449;10
36675;55927;068485760X;9
1459;54335;044023722X;8
1225;132663;1571740562;10
4093;8454;076790592X;8
325;2030;044020562X;10
28743;94923;158898608X;6
31039;49900;1551668777;8
33642;59656;1881273156;8
5686;68555;1558745017;8
4394;78589;067976402X;1
43948;127826;031210491X;8
5556;82407;044900371X;10
18231;126604;061810450X;6
17477;62862;006059537X;5
6171;135351;140003180X;9
17158;140698;038533303X;9
32745;125519;045120753X;8
20870;6575;1571430148;8
28149;13552;051511992X;7
18782;98440;067973225X;8
15901;73923;006098824X;8
12831;142524;055321313X;8
14023;115003;006251279X;8
21550;150968;067189109X;8
33943;97754;067003097X;4
11111;123567;037582345X;5
39253;59172;042513329X;10
19680;56447;1555910807;4
20053;6532;1853260150;8
5323;112765;044651652X;10
8937;93629;055327824X;9
37272;27472;1573227374;5
857;105979;080410946X;7
15469;135609;006099486X;9
24505;38023;1591820073;10
10951;105517;1558531025;6
3467;114988;044022165X;4
30086;16634;039913039X;8
12980;30898;067081976X;8
10795;2766;1558745718;7
23546;127359;155166951X;7
7493;144478;006016848X;7
21089;42323;055309999X;9
7026;133571;051512298X;8
22812;143211;076790382X;8
24081;99347;1571456988;10
2117;16795;006440188X;8
10370;147847;1576737330;10
43844;52853;067988291X;8
22242;7346;076241085X;7
13578;56959;037542217X;10
38341;108485;068818071X;5
39485;31315;037325038X;10
25241;43910;1573222267;8
21119;30276;055357809X;6
32663;47316;038000321X;9
16152;48046;068486441X;10
17586;66574;1573227331;6
17359;4785;1570625190;6
8858;123883;051512608X;5
18226;69378;061810450X;6
58;34588;038550120X;5
29721;140255;038073320X;8
20441;76499;015670160X;5
20547;120396;038071843X;9
9698;28591;1551664372;7
32202;102702;050552354X;10
11942;85757;006017143X;7
18082;21356;031242227X;6
10718;36327;155874262X;10
224;101851;043935806X;10
31064;16795;1551668947;5
6840;15135;014025448X;7
23011;76151;1551669498;2
18774;5582;067973225X;10
25335;28594;159182396X;7
17455;51742;068480087X;8
1589;122440;044023722X;8
16584;4017;1565122968;10
12417;638;1558747346;8
21320;85757;076791404X;9
12546;98723;1573229571;7
2118;21014;006440188X;9
18513;125519;1885171080;9
3795;136348;1400031346;8
2054;110934;002542730X;6
45841;113030;078688200X;10
28104;98391;037325055X;8
20038;36715;1853260010;10
1132;66878;1558743669;7
34440;30276;1551668866;7
15835;131686;1853260401;8
17001;75591;067088300X;9
21368;60244;038070952X;9
28004;139913;076455168X;10
26166;73588;044166251X;6
45399;73651;1892065002;8
14274;2110;051512463X;8
5831;21014;044022103X;8
17753;98391;034545071X;8
25796;11224;1400047714;5
25493;138543;037576092X;8
19090;20703;1400031362;8
11891;92979;1573225789;5
10665;58594;074341022X;7
37290;115929;037371081X;5
24625;143415;006097673X;10
52347;99441;081120118X;9
23164;71853;037570910X;10
21194;142579;155166545X;8
8543;105979;044021145X;8
827;152099;067102423X;9
23419;98547;037383599X;7
17750;30263;034545071X;9
24528;9417;055314300X;8
7143;69078;039592720X;9
39385;98391;1551667231;10
18812;5582;1551668289;4
35798;95359;1401300553;9
1695;10314;014023313X;5
31355;38023;038075889X;6
33431;42323;1582293082;8
40902;70594;006019443X;8
19934;126492;067945960X;7
18;115435;034545104X;5
793;106849;067102423X;10
12804;69389;055321313X;8
54536;102967;067976657X;6
19174;20201;088038722X;8
29146;15049;1555611435;9
6073;110934;068484477X;8
19695;95359;1558538445;10
26539;124078;031208188X;8
23062;8067;1575667223;10
4301;22625;067976402X;10
45333;49460;014008505X;9
47629;104334;1551669005;9
18808;138441;087542791X;8
15897;65258;006098824X;7
7635;27875;030711886X;7
601;140358;055358068X;5
20073;10560;006039384X;9
10967;150979;1558531025;10
25344;42162;1591824141;7
22798;87555;076790382X;10
32829;20115;1561483397;10
30626;66680;044651974X;6
36676;68185;068485760X;5
18210;78834;038070613X;10
13382;117255;038039586X;9
41967;152186;067100669X;9
29804;16106;1573229083;10
13347;53220;006109594X;8
19521;69971;080411109X;10
24700;55734;042512164X;5
24848;83637;1575667274;8
8593;127826;044021145X;8
13400;67547;038533656X;4
11092;133571;014230218X;7
40239;51450;093194810X;10
29090;110934;051513239X;6
19446;62891;067944999X;9
31079;114368;1551668947;5
15202;61901;074325547X;9
18125;91634;031242227X;9
3966;85757;067976397X;9
18195;4785;014019536X;5
7801;55490;034538475X;7
44679;77480;006108171X;7
36442;76151;067168972X;3
4160;95359;014034893X;9
30503;30276;037322706X;5
31306;44893;038547508X;8
17906;54547;037370707X;6
34306;81848;055380247X;6
8432;30972;044021145X;8
6718;24933;1551661586;4
11147;11629;038542017X;7
12066;59189;055356160X;7
20567;114988;038549744X;9
2385;60244;042518627X;9
10587;143968;014028009X;9
1389;28634;044023722X;9
2853;95359;1400031354;9
50208;98391;1400031192;9
2396;7346;043936213X;9
7494;145369;006016848X;5
51174;76168;055324504X;9
23602;59172;042518109X;9
11153;37712;038542017X;10
5694;129690;1558745017;10
23375;95250;1400060737;7
41914;95359;055356532X;7
38457;123883;051512947X;5
3372;39345;044022165X;10
29737;144899;038081191X;6
18111;73923;031242227X;8
1295;23768;039480029X;8
3122;138441;1551668157;5
4500;127826;067976402X;7
21784;10560;037541200X;5
21487;35859;067100042X;7
10842;132663;1558745718;9
23702;99996;1841953229;9
17298;123981;038079487X;10
20399;95359;015100692X;9
15026;59209;1558744630;7
7464;59150;006016848X;5
1810;36606;014029628X;8
18802;76483;087542791X;10
4401;82407;067976402X;2
16602;73044;1565122968;8
2602;7346;080410753X;8
10874;105517;1558747109;9
436;6577;074343627X;10
16457;104636;155874424X;9
33430;21014;1582293082;7
932;33580;031284879X;10
23119;55187;006109868X;8
33462;126812;038073267X;8
30298;111947;067173590X;9
21642;38781;1551662604;5
7647;149120;030712908X;5
34686;31826;087131925X;10
72;60337;038550120X;8
23528;8284;155166951X;10
11054;10560;006000438X;8
28733;93047;1550546163;8
27252;67627;084233226X;10
5697;148798;1558745017;10
23185;152496;037570910X;6
11751;30276;068484267X;7
42105;109461;140005446X;7
29904;56307;155166674X;6
9378;123257;067164257X;8
7405;98391;1551669021;8
27610;93047;1591823269;7
18464;152496;1558506462;9
29283;117111;044023719X;6
7636;35859;030711886X;8
19461;100906;067973743X;9
4711;114368;038542471X;10
17306;136382;038079487X;7
1290;277203;039480029X;8
8624;147847;044021145X;5
30279;16718;039568093X;10
30597;112093;042514898X;5
14100;10314;1573229326;7
19525;76483;080411109X;10
22225;24933;067174142X;5
13260;130837;037570504X;7
41069;148798;1557482640;10
2999;88793;1400034779;10
2317;149661;038548951X;8
6463;99720;059035342X;9
12034;89602;043912042X;6
15935;131027;006447187X;8
11123;42914;038533348X;9
14848;127359;048626968X;6
43584;95316;1583940537;10
55260;88733;1558599177;8
5289;85526;044651652X;5
455;31826;074343627X;10
20947;26621;1573229725;8
19387;17282;042519485X;6
14869;81865;1550548913;7
50316;59172;1889853038;10
11046;93047;006102063X;7
2759;105517;080411918X;9
2834;62542;1400031354;10
16302;98391;1551668998;9
20177;69721;1565120507;8
20660;132836;039914675X;10
12278;638;067972768X;10
3479;122440;044022165X;8
42038;35859;078601539X;7
42653;128122;1576738582;9
1332;51883;1562826468;10
13439;67547;031231616X;9
4653;6242;068482499X;6
4963;46892;034540288X;5
2976;67840;1400034779;10
23122;56959;006109868X;10
6839;13273;014025448X;8
28186;123883;051511992X;5
5163;112026;1558745157;9
21432;97694;006053429X;9
23203;54898;039914255X;7
11537;110373;006101351X;9
6450;88733;059035342X;10
38394;38781;038080588X;9
18614;93355;1551667371;8
17053;56554;1551668912;9
63460;125217;1567187250;10
1694;8253;014023313X;10
3772;64436;1400031346;7
31959;35857;1565070658;6
11824;142121;068484267X;10
48806;128835;1582342644;6
7430;13850;006016848X;7
24854;56959;1893010023;10
13268;137589;037570504X;7
23167;75591;037570910X;6
34715;23768;1564581764;10
30649;23872;051508901X;5
11646;25409;081296666X;10
31091;69697;155166903X;8
12216;4017;015600710X;10
38599;70666;006096975X;10
26530;11629;031208188X;10
26657;139828;006104444X;7
3784;113435;1400031346;6
2382;3827;042518627X;7
225;102647;043935806X;9
21318;78834;076791404X;8
45335;128835;014008505X;10
34309;98391;055380247X;8
7834;107784;034538475X;5
6783;98391;1551668300;8
31847;76499;044990508X;10
19061;138543;042513024X;9
31609;123883;014034019X;5
41999;35859;068484611X;7
17808;24194;055327886X;9
26794;11993;155661683X;8
30348;98391;1551668378;9
1175;114544;1558743669;7
32504;47316;055323224X;8
14171;133747;1573229326;5
497;95359;074343627X;9
15919;133747;006098824X;6
3662;31040;1558744150;10
12149;88733;068815252X;9
14027;2030;067084487X;10
27810;138844;1887317155;8
33459;100906;038073267X;8
1984;24933;051511605X;8
14177;144531;1573229326;7
17517;79266;1401300901;8
7479;96440;006016848X;8
14150;101606;1573229326;7
27990;126693;1573222038;8
3025;104334;1400034779;8
21195;143415;155166545X;9
10713;29259;155874262X;10
44972;40922;039914868X;6
20380;39345;015100692X;3
44680;112001;006108171X;10
9793;40889;155166884X;9
33402;110973;1558531564;9
11118;3917;038533348X;7
46439;132663;1571741038;10
28410;48579;1853260207;10
12145;51883;068815252X;1
3874;135045;034539657X;9
10683;1435;155874262X;10
20618;111637;038572179X;9
1271;16795;039480001X;5
7755;93629;034538184X;8
39323;98391;1573229334;8
13021;65584;067101420X;9
1681;117873;037541309X;7
19118;91058;1400031362;9
17338;74665;031205436X;8
12728;57725;068983571X;8
40360;114368;038531437X;5
2470;114368;044011585X;10
35391;59189;1551660598;7
17178;43246;1400060052;9
11161;59150;038542017X;8
14433;83637;080411935X;9
10402;68185;1931561648;7
18665;24194;014034991X;9
8517;86189;044021145X;8
13654;14456;1558532161;10
19561;128331;080411109X;6
16674;29905;1576738167;9
6787;123883;1551668300;5
18335;54547;044651862X;7
21385;16795;006001203X;8
25339;42162;1591823978;9
44889;87964;067189952X;5
39501;40922;039914496X;8
18767;5582;015696158X;5
20832;144038;1562827960;9
3019;98263;1400034779;10
32256;32773;1580050751;5
1397;30994;044023722X;9
1119;51742;1558743669;2
20922;114988;1573227889;7
39491;98391;037325038X;10
24513;12824;1591822580;10
21293;59172;067179356X;10
23086;136419;1591840414;7
1312;31556;039480967X;6
17501;30533;1400061598;9
6652;126492;042510107X;7
23271;134797;1551665301;7
39047;95359;014011369X;10
38452;52199;051512947X;8
22705;98391;039914840X;9
25786;133747;039304632X;8
17221;10447;038079487X;7
44905;152409;158234082X;9
14508;6242;1550223968;5
17044;28634;1551668912;7
22987;30273;1551669412;8
11938;30487;006017143X;8
9610;140223;080410526X;8
14975;97874;1567184855;7
27513;87141;1568304706;7
8424;29259;044021145X;9
36510;126196;1551665824;8
30756;16795;067974388X;8
8477;55734;044021145X;10
5578;37950;1573220876;8
8653;104636;044021422X;9
44404;123883;050552158X;5
6470;102702;059035342X;10
524;128835;074343627X;9
10722;38703;155874262X;10
31223;46398;1576738574;4
2423;88733;043936213X;9
12325;56959;080411868X;10
18138;110912;031242227X;9
47631;135045;1551669005;9
6771;30276;1551668300;6
12383;144531;080411868X;8
14128;66574;1573229326;8
12427;638;1570717257;9
22560;138578;067087311X;9
4266;4017;067976402X;10
17093;87141;042515601X;7
2957;47316;1400034779;10
2948;40838;1400034779;6
1910;73923;038550926X;8
9566;85526;080410526X;8
39205;138995;081257639X;10
6610;39227;042510107X;10
1222;97874;1571740562;7
31051;67775;1551668831;8
6422;75591;059035342X;10
26962;97754;006009527X;10
13099;18979;051513399X;7
1440;48025;044023722X;8
54520;81977;067121148X;9
20057;95359;1853260150;10
1255;277203;030700645X;8
1831;76499;014029628X;10
15540;135265;044652087X;7
20934;89602;1573228737;8
4993;77480;034540288X;8
17413;140223;1573228214;4
27404;98391;1885173997;9
22986;28591;1551669412;10
19116;88793;1400031362;10
39204;135458;081257639X;4
1114;46398;1558743669;5
29597;129851;1573225797;10
52733;69749;043590972X;8
28667;38556;1573225541;5
7389;98391;155166898X;8
6397;58342;059035342X;10
15317;110361;1400032717;7
51784;69697;1551666804;9
37679;146113;080661711X;6
20337;115003;1558746625;7
15086;87964;1558746161;5
20012;143415;067940712X;8
27256;87949;084233226X;10
20387;60244;015100692X;8
17445;6242;068480087X;6
29284;120396;044023719X;10
42036;128915;078601475X;9
25605;47975;042506803X;6
45817;65584;1400030927;9
28665;17003;1573225541;8
41766;35859;034542820X;7
54378;147678;1565124219;9
9398;32773;067172262X;10
18391;139359;044651862X;8
28458;35445;042518286X;4
6327;22625;059035342X;10
6313;10560;059035342X;10
1304;132836;039480029X;10
9133;91647;055357230X;7
19962;27875;067982412X;9
46284;115120;006008460X;8
4571;76352;1558744606;9
1766;114544;014023313X;6
37611;38023;1579546536;10
19173;12824;088038722X;5
17214;143415;1570613818;9
24490;9227;078688942X;8
1097;31556;1558743669;8
6817;134797;1551669293;8
11151;35148;038542017X;7
29405;16795;1565121368;9
8082;36907;038549081X;10
8666;25981;044022473X;5
49028;55187;1582614687;10
32343;93363;1578561256;9
15472;139467;006099486X;8
53240;85526;076790396X;8
10468;127233;1401300057;10
12541;81865;1573229571;7
36772;114368;1551669390;5
5525;101620;1551669609;7
19889;115120;042514545X;10
16177;25409;081296683X;9
7793;23872;034538475X;8
27255;81298;084233226X;7
6441;85426;059035342X;10
3040;111637;1400034779;7
28167;76151;051511992X;10
9347;13552;067164257X;9
1707;30487;014023313X;7
32140;101876;043965548X;8
15867;143415;006109157X;2
13536;135265;1551669501;9
13494;78783;089480829X;9
19941;29526;068480297X;9
1993;87141;051511605X;8
19881;36749;042514545X;7
20657;104058;039914675X;10
17491;8681;1400032806;10
38397;98391;038080588X;9
19645;126196;1551667215;6
3068;134483;1400034779;8
27963;44893;156584100X;6
31329;23872;055325748X;9
20114;143415;037570485X;8
38221;76151;051509160X;10
6836;10447;014025448X;9
41770;145449;034542820X;5
21156;114368;067942573X;5
38007;98391;1579546463;10
30700;92810;067101675X;8
19449;105214;067944999X;6
9186;124259;055357258X;6
12210;27313;1576737357;9
19972;145641;067982412X;7
43879;46154;015601422X;8
14260;36327;038071907X;7
6748;123883;1551665344;5
2767;134311;080411918X;9
6747;119594;1551665344;6
5112;23872;1558745157;10
10925;29259;1558531025;10
11164;69971;038542017X;7
12056;39281;055356160X;5
18428;117251;067972883X;10
22677;26535;1551668432;5
2932;31860;1400034779;7
5744;35859;039914465X;2
18208;78015;038070613X;10
16447;37950;155874424X;7
19480;21356;080411109X;6
152;28150;043935806X;9
36130;55892;089296720X;8
15758;145449;044661193X;7
33042;20336;1551660253;6
18771;85426;015696158X;9
20081;121170;006039384X;6
16068;50073;044022313X;10
16935;113519;068487217X;9
28208;107784;055328990X;5
5256;55492;044651652X;7
50884;60319;006254862X;9
10553;104636;014028009X;6
38479;29905;1556619340;7
18841;98391;1551668637;8
9237;26538;059045367X;10
35428;82831;157082262X;9
35466;102702;050552208X;10
1895;40415;038550926X;6
52735;116005;043590972X;9
30982;113624;1551667002;5
39133;76151;067173783X;10
1021;105517;042511774X;10
40054;98547;067179938X;8
31457;39281;034546673X;5
2959;49212;1400034779;8
26012;76499;014006690X;10
30244;112001;1576751996;8
12588;125039;015216250X;9
26882;12137;067086014X;4
24756;15049;084235266X;7
20489;114452;034536676X;7
48577;95932;051754489X;6
19321;6251;015602943X;10
24810;35859;1568846444;10
31020;69697;1551668513;9
30596;102647;042514898X;8
5120;40889;1558745157;9
23373;85757;1400060737;9
23796;87555;1559390476;10
2150;30555;014100018X;7
21662;114368;155166416X;5
3446;104636;044022165X;8
20634;141491;038572179X;3
19178;101851;088038722X;7
17588;75149;1573227331;9
34364;23571;1565924924;10
26315;102647;1551668246;6
5201;14422;044651652X;7
29497;21484;156619024X;9
30980;88677;1551667002;5
1973;11993;084230052X;7
59944;101851;1564580636;8
2658;70052;080410753X;9
52240;114368;037379116X;5
40517;59209;1580620477;7
136;9908;043935806X;7
12465;94951;1563899388;10
5551;59499;044900371X;7
27511;12824;1568304706;9
42035;110973;078601475X;7
27776;138844;1887317015;8
49015;69211;1558748946;7
40240;145449;093194810X;9
50317;105517;1889853038;5
16181;36749;081296683X;4
10698;14422;155874262X;7
8790;83109;044922046X;7
12493;87141;038529929X;8
2318;277427;039304016X;8
31443;49900;1573222089;8
2878;136326;1400031354;9
31332;105979;055325748X;2
31632;17003;055334949X;10
6147;8066;140003180X;7
1292;13850;039480029X;10
12802;55492;055321313X;10
6915;113531;014025448X;8
21901;31826;034538430X;10
563;85426;081297106X;9
32028;95226;1558745432;10
4156;56856;014034893X;7
14155;110934;1573229326;8
7453;39281;006016848X;8
55263;135045;1558599177;8
53511;73923;1585421170;8
19457;36554;067973743X;10
16471;18095;1558746099;10
24191;37208;006108185X;7
907;56307;074341232X;5
36068;82831;1558532331;8
39345;102275;1551667908;8
23990;56447;006105691X;9
11335;112953;1573226882;8
13656;35859;1558532161;10
4138;138543;055323370X;9
3645;278137;1558744150;9
28130;59172;038531292X;10
5479;76151;038533558X;10
33255;98391;1551668769;8
19888;104144;042514545X;9
16394;125519;1558743316;10
25510;35859;051513449X;8
24283;8936;1551662779;8
63461;126814;1567187250;5
26091;68555;038531700X;9
20507;98263;034539044X;10
8287;278418;042518630X;7
11679;36606;080213825X;5
26801;112001;155661683X;10
38947;46145;078686169X;10
11294;254;1563895730;9
27688;36606;067084943X;5
9521;30898;080410526X;8
5689;112001;1558745017;10
24078;18095;1571456988;10
13880;19573;038082101X;6
5737;8936;039914465X;9
2446;9417;044011585X;5
30173;129851;1400031699;6
1574;112001;044023722X;9
30850;123883;1551662833;5
36732;98391;1551667223;10
10930;35859;1558531025;8
25946;46909;055358099X;8
20682;29526;052594527X;10
2914;16106;1400034779;10
28412;131686;1853260207;5
1491;68555;044023722X;4
24142;148199;1592400876;7
19742;69078;1573221937;7
11524;95932;006101351X;9
16522;33818;1558747060;7
22276;89602;1573225312;5
3977;110973;067976397X;8
30997;98391;1551667193;10
16441;16795;155874424X;8
13380;69078;038039586X;8
13302;104812;014131088X;9
53268;86932;1558743324;5
25338;10354;1591823978;7
6356;31393;059035342X;10
18196;5582;014019536X;10
1390;30487;044023722X;8
2294;14049;038548951X;9
17463;124259;068480087X;4
9135;95316;055357230X;5
873;80810;038081093X;8
20331;148744;1558746226;10
42491;80683;067941603X;4
21177;93358;078688939X;7
20877;100906;1571430148;6
36239;104665;038549128X;10
15166;24933;051512088X;5
20418;147965;015100692X;10
17127;16634;038081658X;8
20312;11224;1558746226;8
20294;42914;1558744592;10
3668;48579;1558744150;8
18102;49314;031242227X;7
13208;28177;037570504X;4
24107;60244;1592400876;10
1297;35859;039480029X;10
21256;116005;014045022X;10
5320;110440;044651652X;3
42849;150968;1551666537;7
15752;106007;044661193X;6
30207;110973;1560761555;9
24666;137589;038072118X;8
11621;8734;014023828X;7
50888;132663;006254862X;5
26448;113519;1573221252;8
21647;123883;1551662604;5
12136;69971;067151699X;4
18221;23768;061810450X;2
19775;98484;157322202X;7
12231;75149;015600710X;7
21158;129716;067942573X;8
4529;143497;067976402X;9
14871;85526;1550548913;9
